id,skill_raw,taxonomy_id,skill_name,confidence_score,match_status
1528,culture building,99,Cultura Organizacional,0.6387426,no_match
1529,SOLID,63,Kubernetes,0.18883206,no_match
1530,data security,70,Segurança de Dados,0.83788353,matched
1531,orientação analítica,5,Pensamento Crítico,0.43885475,no_match
1532,project management,17,Gestão de Projetos,0.8705769,matched
1533,VBA,79,dbt,0.3439508,no_match
1534,mentoria,21,Apresentação e Oratória,0.33057863,no_match
1535,CI pipeline,52,Orquestração de Pipelines,0.60522616,no_match
1536,gestão das próprias emoções,3,Inteligência Emocional,0.7808293,matched
1537,A/B testing,72,Testes Automatizados,0.58905065,no_match
1538,typescript backend,35,TypeScript,0.7339566,matched
1539,liderança em mudanças,27,Gestão de Mudanças,0.671247,no_match
1540,clustering,19,Facilitação,0.41133586,no_match
1541,mitigação de riscos,92,Gestão de Riscos,0.6895304,no_match
1542,postgres,57,PostgreSQL,0.43023968,no_match
1543,avaliação de desempenho,96,Gestão de Desempenho,0.70468557,matched
1544,time management,9,Gestão do Tempo,0.7400875,matched
1545,gestão emocional,3,Inteligência Emocional,0.7173753,matched
1546,containerização,62,Docker,0.56473625,no_match
1547,entrega contínua,9,Gestão do Tempo,0.46335658,no_match
1548,product understanding,13,Visão de Produto,0.7021299,matched
1549,objectives and key results,26,Planejamento Estratégico,0.5959739,no_match
1550,team management,0,Gestão de Pessoas,0.61573577,no_match
1551,LLM,42,Large Language Models,0.4019872,no_match
1552,Assertive Communication,1,Comunicação Assertiva,0.74082327,matched
1553,DAX,89,OKRs,0.31789327,no_match
1554,DW,89,OKRs,0.31303543,no_match
1555,seleção de features,44,Engenharia de Features,0.55474186,no_match
1556,complex problem solving,6,Resolução de Problemas,0.79796433,matched
1557,automação shell,37,Bash e Shell Script,0.75364125,matched
1558,data cleaning,38,Análise de Dados,0.6714107,no_match
1559,API design,52,Orquestração de Pipelines,0.3545447,no_match
1560,temporal modeling,46,Séries Temporais,0.58239734,no_match
1561,apresentação e oratória,21,Apresentação e Oratória,0.75689274,matched
1562,liderança de time,24,Liderança Técnica,0.6892043,no_match
1563,obsessão pelo cliente,15,Foco no Cliente,0.5334331,no_match
1564,financial scenarios,91,Modelagem Financeira,0.7086586,matched
1565,container orchestration,63,Kubernetes,0.56790304,no_match
1566,mongodb atlas,58,MongoDB,0.45823646,no_match
1567,escrita profissional,22,Escrita Profissional,0.77307904,matched
1568,L&D,89,OKRs,0.38270825,no_match
1569,company culture,98,Employer Branding,0.6278188,no_match
1570,infraestrutura de dados,50,Engenharia de Dados,0.7098599,matched
1571,prototyping,97,Treinamento e Desenvolvimento,0.46561658,no_match
1572,SQL avançado,31,SQL,0.72010183,matched
1573,dashboards power bi,75,Power BI,0.67566514,no_match
1574,machine learning,39,Machine Learning,0.80590385,matched
1575,comunicação oral,1,Comunicação Assertiva,0.51264954,no_match
1576,real-time data,53,Streaming de Dados,0.6761006,no_match
1577,career mentoring,23,Mentoria,0.5515349,no_match
1578,java avançado,89,OKRs,0.38580492,no_match
1579,human-centered design,88,Design Thinking,0.5549543,no_match
1580,document writing,22,Escrita Profissional,0.6037216,no_match
1581,modelagem financeira,91,Modelagem Financeira,0.8002862,matched
1582,retrospective,18,Metodologias Ágeis,0.40635118,no_match
1583,imagens docker,47,Visão Computacional,0.46275496,no_match
1584,emotional awareness,3,Inteligência Emocional,0.7049154,matched
1585,emotional management,3,Inteligência Emocional,0.7086363,matched
1586,tableau dashboards,76,Tableau,0.6551684,no_match
1587,data pipelines,52,Orquestração de Pipelines,0.7173403,matched
1588,engenharia de features,44,Engenharia de Features,0.58664596,no_match
1589,mentalidade de dono,29,Empreendedorismo,0.6402211,no_match
1590,coaching profissional,24,Liderança Técnica,0.52772427,no_match
1591,workshop facilitation,19,Facilitação,0.7148346,matched
1592,data orientation,38,Análise de Dados,0.48453754,no_match
1593,azure functions,65,AWS,0.3153302,no_match
1594,openness to change,8,Adaptabilidade,0.48459852,no_match
1595,banco de dados vetorial,43,Embeddings e Busca Vetorial,0.61927605,no_match
1596,relational modeling,54,Modelagem de Dados,0.59491014,no_match
1597,problem decomposition,6,Resolução de Problemas,0.54106104,no_match
1598,observabilidade de LLMs,84,Langfuse,0.44718552,no_match
1599,customer orientation,15,Foco no Cliente,0.56592524,no_match
1600,translating data to story,20,Storytelling com Dados,0.6533295,no_match
1601,change communication,1,Comunicação Assertiva,0.5021223,no_match
1602,testes de usabilidade,72,Testes Automatizados,0.68874943,no_match
1603,model validation,45,Avaliação de Modelos,0.5566213,no_match
1604,detecção de anomalias,46,Séries Temporais,0.5435326,no_match
1605,google cloud ML,66,Google Cloud Platform,0.74345607,matched
1606,containerization,62,Docker,0.5638312,no_match
1607,design de experimentos,49,Experimentação e Testes A/B,0.57580936,no_match
1608,bayesian statistics,14,Orientação a Dados,0.2923797,no_match
1609,liderar pessoas,0,Gestão de Pessoas,0.6144599,no_match
1610,reskilling,43,Embeddings e Busca Vetorial,0.30872244,no_match
1611,dashboards power bi,75,Power BI,0.6756652,no_match
1612,microsoft BI,75,Power BI,0.4673652,no_match
1613,conformidade,93,Compliance e Regulação,0.4247499,no_match
1614,design thinking,88,Design Thinking,0.7620051,matched
1615,guiding others,23,Mentoria,0.5768994,no_match
1616,comunicação com stakeholders,1,Comunicação Assertiva,0.6256533,no_match
1617,conflict management,2,Resolução de Conflitos,0.5902023,no_match
1618,terraform,68,Infrastructure as Code,0.5087911,no_match
1619,proactiveness,96,Gestão de Desempenho,0.49186507,no_match
1620,agile delivery,9,Gestão do Tempo,0.5452946,no_match
1621,embeddings de texto,22,Escrita Profissional,0.50156057,no_match
1622,java developer,33,Java,0.5036571,no_match
1623,orientação analítica,5,Pensamento Crítico,0.438855,no_match
1624,testes de hipótese,48,Estatística Aplicada,0.6632953,no_match
1625,experiment design,49,Experimentação e Testes A/B,0.52842754,no_match
1626,gestão de riscos,92,Gestão de Riscos,0.79120535,matched
1627,análise de causa raiz,46,Séries Temporais,0.4287023,no_match
1628,amazon cloud,65,AWS,0.58220375,no_match
1629,variáveis preditivas,46,Séries Temporais,0.57451385,no_match
1630,DT,79,dbt,0.3157116,no_match
1631,mongodb,58,MongoDB,0.3734461,no_match
1632,People Management,0,Gestão de Pessoas,0.7338301,matched
1633,consciência social,23,Mentoria,0.44493216,no_match
1634,decisões baseadas em dados,14,Orientação a Dados,0.7366304,matched
1635,data protection,70,Segurança de Dados,0.80116034,matched
1636,extract transform load,51,ETL e ELT,0.41737467,no_match
1637,mentalidade de crescimento,95,Desenvolvimento Organizacional,0.5460547,no_match
1638,postgresql queries,57,PostgreSQL,0.7835742,matched
1639,usabilidade,96,Gestão de Desempenho,0.5037876,no_match
1640,spring framework,33,Java,0.48349515,no_match
1641,spreadsheet,77,Excel Avançado,0.37781456,no_match
1642,information security,70,Segurança de Dados,0.76970696,matched
1643,relational modeling,54,Modelagem de Dados,0.5949102,no_match
1644,LLM evaluation,42,Large Language Models,0.5158759,no_match
1645,Apache Spark,80,Spark,0.71351635,matched
1646,python,30,Python,0.6242019,no_match
1647,adaptability,8,Adaptabilidade,0.7740493,matched
1648,lambda,85,Hugging Face,0.21715832,no_match
1649,culture of innovation,28,Inovação,0.7422633,matched
1650,descoberta de produto,13,Visão de Produto,0.46471238,no_match
1651,self-management,10,Autogestão,0.66714454,no_match
1652,stakeholder management,25,Gestão de Stakeholders,0.76936364,matched
1653,gestão das próprias emoções,3,Inteligência Emocional,0.7808292,matched
1654,upskilling,89,OKRs,0.33768874,no_match
1655,SQL intermediário,31,SQL,0.7340946,matched
1656,inference hugging face,85,Hugging Face,0.7263423,matched
1657,carga de dados,50,Engenharia de Dados,0.5918188,no_match
1658,linux scripting,37,Bash e Shell Script,0.71074176,matched
1659,unittest,12,Colaboração,0.2911353,no_match
1660,real-time data,53,Streaming de Dados,0.6761006,no_match
1661,functional scala,36,Scala,0.5627993,no_match
1662,git flow,71,Versionamento de Código,0.55942774,no_match
1663,Kubernetes,63,Kubernetes,0.32237157,no_match
1664,entender o produto,13,Visão de Produto,0.6794033,no_match
1665,PM,22,Escrita Profissional,0.2800343,no_match
1666,application performance monitoring,96,Gestão de Desempenho,0.58912987,no_match
1667,service-oriented architecture,68,Infrastructure as Code,0.5148084,no_match
1668,escrever bem,22,Escrita Profissional,0.62785524,no_match
1669,pulumi,85,Hugging Face,0.2989818,no_match
1670,guiar time técnico,9,Gestão do Tempo,0.62988544,no_match
1671,agendamento de pipelines,52,Orquestração de Pipelines,0.63554233,no_match
1672,machine learning models,39,Machine Learning,0.79579353,matched
1673,emotional resilience,3,Inteligência Emocional,0.5536248,no_match
1674,organizational culture,99,Cultura Organizacional,0.80041134,matched
1675,pipeline de ML,52,Orquestração de Pipelines,0.60546327,no_match
1676,negociação,4,Negociação,0.741281,matched
1677,LLM observability,42,Large Language Models,0.42102468,no_match
1678,design centrado no humano,88,Design Thinking,0.57684,no_match
1679,business intelligence,28,Inovação,0.5204059,no_match
1680,model monitoring,69,Monitoramento e Observabilidade,0.62467486,no_match
1681,MongoDB,58,MongoDB,0.37344614,no_match
1682,power bi,75,Power BI,0.63925445,no_match
1683,personal organization,0,Gestão de Pessoas,0.55698377,no_match
1684,avaliação crítica,5,Pensamento Crítico,0.63168377,no_match
1685,presentation skills,21,Apresentação e Oratória,0.7197058,matched
1686,stakeholder communication,1,Comunicação Assertiva,0.6090288,no_match
1687,comunicação eficaz,1,Comunicação Assertiva,0.61624724,no_match
1688,k8s cluster,63,Kubernetes,0.29555455,no_match
1689,excel analytics,77,Excel Avançado,0.70764375,matched
1690,testes multivariados,72,Testes Automatizados,0.66456187,no_match
1691,product owner,86,Gestão de Produto,0.55566156,no_match
1692,cultura e clima,99,Cultura Organizacional,0.43341434,no_match
1693,gerenciar desentendimentos,2,Resolução de Conflitos,0.60352945,no_match
1694,iniciativa própria,10,Autogestão,0.56054807,no_match
1695,risk assessment,92,Gestão de Riscos,0.71390486,matched
1696,cobertura de testes,72,Testes Automatizados,0.61912286,no_match
1697,facilitação,19,Facilitação,0.5239465,no_match
1698,desenvolvedor python,30,Python,0.75012136,matched
1699,orientação ao cliente,15,Foco no Cliente,0.79203117,matched
1700,pytorch,63,Kubernetes,0.23534442,no_match
1701,qualidade de dados,56,Qualidade de Dados,0.82183635,matched
1702,complex problem solving,6,Resolução de Problemas,0.79796445,matched
1703,fluxo de caixa descontado,52,Orquestração de Pipelines,0.48550892,no_match
1704,criação de variáveis,90,Análise Financeira,0.42215225,no_match
1705,Microsoft Azure,67,Azure,0.38351882,no_match
1706,manipulação de dados,38,Análise de Dados,0.6707845,no_match
1707,observabilidade,89,OKRs,0.4219209,no_match
1708,design organizacional,95,Desenvolvimento Organizacional,0.60136265,no_match
1709,microservices,74,Microsserviços,0.7667018,matched
1710,data cleansing,38,Análise de Dados,0.61273825,no_match
1711,looker reports,78,Looker,0.41839808,no_match
1712,comunicação clara e objetiva,1,Comunicação Assertiva,0.6709691,no_match
1713,cliente em primeiro lugar,15,Foco no Cliente,0.6649376,no_match
1714,liderar pessoas,0,Gestão de Pessoas,0.6144599,no_match
1715,mentor,23,Mentoria,0.5806614,no_match
1716,análise com SQL,31,SQL,0.75194156,matched
1717,cloudformation,67,Azure,0.6220809,no_match
1718,business writing,22,Escrita Profissional,0.6133046,no_match
1719,azure machine learning,39,Machine Learning,0.7181624,matched
1720,kubectl,85,Hugging Face,0.3120075,no_match
1721,metodologias ágeis,54,Modelagem de Dados,0.4850211,no_match
1722,Design Thinking,88,Design Thinking,0.76200515,matched
1723,convolutional neural networks,40,Deep Learning,0.6036528,no_match
1724,data pipelines,52,Orquestração de Pipelines,0.7173403,matched
1725,coworking,89,OKRs,0.2460641,no_match
1726,cloudformation,67,Azure,0.6220809,no_match
1727,backlog management,59,Redis,0.41813236,no_match
1728,gestão por OKRs,25,Gestão de Stakeholders,0.6006318,no_match
1729,R data science,32,R,0.8202493,matched
1730,text embeddings,22,Escrita Profissional,0.39369497,no_match
1731,feature engineering,44,Engenharia de Features,0.6092593,no_match
1732,setting OKRs,63,Kubernetes,0.36186594,no_match
1733,avaliação de modelos,45,Avaliação de Modelos,0.674344,no_match
1734,chroma,63,Kubernetes,0.23658963,no_match
1735,data engineering,50,Engenharia de Dados,0.7240385,matched
1736,critical mindset,5,Pensamento Crítico,0.62021077,no_match
1737,L&D,89,OKRs,0.38270825,no_match
1738,curiosidade intelectual,5,Pensamento Crítico,0.43976986,no_match
1739,data build tool,50,Engenharia de Dados,0.6879211,no_match
1740,conduzir workshops,19,Facilitação,0.5283767,no_match
1741,entrepreneurship,29,Empreendedorismo,0.5555581,no_match
1742,orientar pessoas,23,Mentoria,0.55391675,no_match
1743,processamento em tempo real,53,Streaming de Dados,0.63022923,no_match
1744,SQL intermediário,31,SQL,0.7340946,matched
1745,estatística com R,32,R,0.7584509,matched
1746,upskilling,89,OKRs,0.33768874,no_match
1747,resolução de problemas,6,Resolução de Problemas,0.7970339,matched
1748,análise crítica,5,Pensamento Crítico,0.59338546,no_match
1749,declarative infrastructure,68,Infrastructure as Code,0.64380425,no_match
1750,thinking critically,5,Pensamento Crítico,0.63024867,no_match
1751,self-awareness,10,Autogestão,0.472192,no_match
1752,deep neural networks,40,Deep Learning,0.798723,matched
1753,data infrastructure,50,Engenharia de Dados,0.677935,no_match
1754,lidar com emoções,3,Inteligência Emocional,0.7182739,matched
1755,langchain,82,LangChain,0.45353383,no_match
1756,QA testing,72,Testes Automatizados,0.6017428,no_match
1757,estatística com R,32,R,0.7584509,matched
1758,commits,26,Planejamento Estratégico,0.36125743,no_match
1759,document database,58,MongoDB,0.52628684,no_match
1760,consciência social,23,Mentoria,0.44493216,no_match
1761,adoção de mudanças,27,Gestão de Mudanças,0.65089273,no_match
1762,detecção de anomalias,46,Séries Temporais,0.5435326,no_match
1763,comunicação verbal,1,Comunicação Assertiva,0.6274456,no_match
1764,performance appraisal,96,Gestão de Desempenho,0.680392,no_match
1765,segurança da informação,70,Segurança de Dados,0.78937775,matched
1766,analytical databases,38,Análise de Dados,0.7213277,matched
1767,análise descritiva,42,Large Language Models,0.45058435,no_match
1768,data validation,56,Qualidade de Dados,0.5895984,no_match
1769,compliance de dados,56,Qualidade de Dados,0.64838946,no_match
1770,critical mindset,5,Pensamento Crítico,0.62021077,no_match
1771,NoSQL database,31,SQL,0.7184385,matched
1772,model metrics,54,Modelagem de Dados,0.53889734,no_match
1773,experimentos controlados,49,Experimentação e Testes A/B,0.556317,no_match
1774,continuous deployment,63,Kubernetes,0.42834008,no_match
1775,cross-functional collaboration,12,Colaboração,0.7500184,matched
1776,entidade relacionamento,12,Colaboração,0.5529646,no_match
1777,deal making,4,Negociação,0.59110475,no_match
1778,customer first,15,Foco no Cliente,0.5577581,no_match
1779,processamento de streams,52,Orquestração de Pipelines,0.63006246,no_match
1780,CI/CD,64,CI/CD,0.5409237,no_match
1781,scripting python,30,Python,0.63515157,no_match
1782,distribuições estatísticas,32,R,0.45051992,no_match
1783,padrões de design,88,Design Thinking,0.5556291,no_match
1784,organizational development,95,Desenvolvimento Organizacional,0.79960096,matched
1785,decomposição de problemas,6,Resolução de Problemas,0.6660428,no_match
1786,análise descritiva,42,Large Language Models,0.45058423,no_match
1787,execução autônoma,10,Autogestão,0.65830874,no_match
1788,real-time data,53,Streaming de Dados,0.6761006,no_match
1789,EC2,64,CI/CD,0.33013904,no_match
1790,pitch de ideias,28,Inovação,0.53788066,no_match
1791,fila redis,89,OKRs,0.2743265,no_match
1792,mentalidade estratégica,16,Pensamento Estratégico,0.7299243,matched
1793,data literacy,20,Storytelling com Dados,0.6441653,no_match
1794,infrastructure as code,68,Infrastructure as Code,0.7638067,matched
1795,integration tests,72,Testes Automatizados,0.64729214,no_match
1796,análise crítica,5,Pensamento Crítico,0.59338534,no_match
1797,container orchestration,63,Kubernetes,0.56790304,no_match
1798,distributed tracing,53,Streaming de Dados,0.4707436,no_match
1799,independent work,10,Autogestão,0.46769124,no_match
1800,critical reasoning,5,Pensamento Crítico,0.642614,no_match
1801,trabalho independente,10,Autogestão,0.49661282,no_match
1802,controle de versão,73,Arquitetura de Software,0.332493,no_match
1803,reconhecimento óptico de caracteres,47,Visão Computacional,0.46190825,no_match
1804,LookML,85,Hugging Face,0.43548197,no_match
1805,LLM observability,42,Large Language Models,0.4210248,no_match
1806,vertex ai,85,Hugging Face,0.34074664,no_match
1807,Hugging Face,85,Hugging Face,0.68230015,no_match
1808,google cloud platform,66,Google Cloud Platform,0.7706729,matched
1809,decisão sob incerteza,7,Tomada de Decisão,0.7322546,matched
1810,NER,2,Resolução de Conflitos,0.24783029,no_match
1811,power bi service,75,Power BI,0.6796447,no_match
1812,data pipelines,52,Orquestração de Pipelines,0.7173403,matched
1813,technical team guidance,24,Liderança Técnica,0.69243026,no_match
1814,planejamento anual,26,Planejamento Estratégico,0.51734716,no_match
1815,indicadores financeiros,90,Análise Financeira,0.79903364,matched
1816,escrita clara,22,Escrita Profissional,0.55620146,no_match
1817,cultura e estrutura organizacional,99,Cultura Organizacional,0.8515531,matched
1818,pesquisa com usuários,87,UX Research,0.5156524,no_match
1819,logical thinking,5,Pensamento Crítico,0.4757194,no_match
1820,IaC,64,CI/CD,0.34824347,no_match
1821,orquestração de containers,63,Kubernetes,0.6098049,no_match
1822,banco postgresql,57,PostgreSQL,0.6600611,no_match
1823,unix scripting,37,Bash e Shell Script,0.760257,matched
1824,organizational design,24,Liderança Técnica,0.6087954,no_match
1825,controlled experiments,49,Experimentação e Testes A/B,0.5430365,no_match
1826,azure services,65,AWS,0.5745455,no_match
1827,opportunity spotting,29,Empreendedorismo,0.54773366,no_match
1828,amazon cloud,65,AWS,0.58220375,no_match
1829,DW,89,OKRs,0.31303543,no_match
1830,foco no cliente,15,Foco no Cliente,0.8067139,matched
1831,financial KPIs,90,Análise Financeira,0.593469,no_match
1832,trabalho conjunto,12,Colaboração,0.699615,no_match
1833,understanding customers,15,Foco no Cliente,0.72154474,matched
1834,content writing,22,Escrita Profissional,0.5889226,no_match
1835,planilhamento,2,Resolução de Conflitos,0.3060149,no_match
1836,chatgpt api,85,Hugging Face,0.36157668,no_match
1837,Java,89,OKRs,0.29402286,no_match
1838,gestão de riscos,92,Gestão de Riscos,0.79120535,matched
1839,continuous learning,11,Aprendizado Contínuo,0.6523148,no_match
1840,agile,73,Arquitetura de Software,0.52664405,no_match
1841,TS,79,dbt,0.29213408,no_match
1842,feature selection,44,Engenharia de Features,0.53426397,no_match
1843,probabilidade,7,Tomada de Decisão,0.37029415,no_match
1844,deploy com docker,62,Docker,0.60174334,no_match
1845,financial KPIs,90,Análise Financeira,0.593469,no_match
1846,spark streaming,80,Spark,0.5810472,no_match
1847,data communication,20,Storytelling com Dados,0.6400011,no_match
1848,data visualization,38,Análise de Dados,0.68545324,no_match
1849,data consistency,50,Engenharia de Dados,0.6635723,no_match
1850,aprendizagem contínua,11,Aprendizado Contínuo,0.6951891,no_match
1851,entrevistas com usuários,20,Storytelling com Dados,0.4497372,no_match
1852,integridade de dados,56,Qualidade de Dados,0.70583725,matched
1853,liderança em tecnologia,24,Liderança Técnica,0.77172375,matched
1854,projeções financeiras,91,Modelagem Financeira,0.65406823,no_match
1855,GPT,79,dbt,0.39419895,no_match
1856,hugging face models,85,Hugging Face,0.7245016,matched
1857,data integrity,56,Qualidade de Dados,0.6944032,no_match
1858,managing people,0,Gestão de Pessoas,0.73824275,matched
1859,testes de integração,72,Testes Automatizados,0.7050722,matched
1860,data build tool,50,Engenharia de Dados,0.6879211,no_match
1861,arquitetura de sistemas,73,Arquitetura de Software,0.5700284,no_match
1862,probabilidade,7,Tomada de Decisão,0.37029427,no_match
1863,EDA,89,OKRs,0.43653622,no_match
1864,rebase,43,Embeddings e Busca Vetorial,0.32710665,no_match
1865,OKR planning,26,Planejamento Estratégico,0.53027356,no_match
1866,processamento em tempo real,53,Streaming de Dados,0.63022923,no_match
1867,data exploration,38,Análise de Dados,0.77359205,matched
1868,model assessment,45,Avaliação de Modelos,0.6429173,no_match
1869,creative innovation,28,Inovação,0.7266742,matched
1870,gerenciar equipes,0,Gestão de Pessoas,0.6503081,no_match
1871,descriptive analytics,38,Análise de Dados,0.61601734,no_match
1872,bash automation,37,Bash e Shell Script,0.75030005,matched
1873,regulação,93,Compliance e Regulação,0.60402167,no_match
1874,product understanding,13,Visão de Produto,0.70212984,matched
1875,agile practices,73,Arquitetura de Software,0.57180685,no_match
1876,planejar estrategicamente,26,Planejamento Estratégico,0.7427436,matched
1877,orientação analítica,5,Pensamento Crítico,0.438855,no_match
1878,object detection,69,Monitoramento e Observabilidade,0.44399112,no_match
1879,test coverage,72,Testes Automatizados,0.590468,no_match
1880,manipulação de dados,38,Análise de Dados,0.6707845,no_match
1881,CI pipeline,52,Orquestração de Pipelines,0.60522616,no_match
1882,extração de dados,38,Análise de Dados,0.7276415,matched
1883,infrastructure as code,68,Infrastructure as Code,0.7638067,matched
1884,estatística,32,R,0.45240313,no_match
1885,tech lead,24,Liderança Técnica,0.603106,no_match
1886,llm development langchain,82,LangChain,0.68260545,no_match
1887,insights communication,1,Comunicação Assertiva,0.6025535,no_match
1888,pivot tables,76,Tableau,0.40337026,no_match
1889,conflict management,2,Resolução de Conflitos,0.5902025,no_match
1890,cloud data warehouse,67,Azure,0.72979987,matched
1891,direção técnica,24,Liderança Técnica,0.542149,no_match
1892,prototyping,97,Treinamento e Desenvolvimento,0.46561658,no_match
1893,revisão de código,72,Testes Automatizados,0.5348427,no_match
1894,RAG,85,Hugging Face,0.24562821,no_match
1895,identificar causas raiz,46,Séries Temporais,0.35596588,no_match
1896,creative problem solving,6,Resolução de Problemas,0.65699613,no_match
1897,EVP,89,OKRs,0.37364322,no_match
1898,gestão de capital humano,0,Gestão de Pessoas,0.54344535,no_match
1899,planejamento de longo prazo,26,Planejamento Estratégico,0.72030735,matched
1900,organizational design,24,Liderança Técnica,0.6087954,no_match
1901,inovação,28,Inovação,0.71345407,matched
1902,LLM tracing,84,Langfuse,0.49930346,no_match
1903,analytical databases,38,Análise de Dados,0.72132766,matched
1904,scope management,86,Gestão de Produto,0.577307,no_match
1905,lambda,85,Hugging Face,0.21715832,no_match
1906,descriptive analytics,38,Análise de Dados,0.61601734,no_match
1907,Postgres,57,PostgreSQL,0.43023968,no_match
1908,regulatory knowledge,93,Compliance e Regulação,0.6465769,no_match
1909,facilitação de grupos,19,Facilitação,0.6716176,no_match
1910,Python,30,Python,0.6242019,no_match
1911,quantitative thinking,14,Orientação a Dados,0.53500247,no_match
1912,user stories,20,Storytelling com Dados,0.4900705,no_match
1913,MongoDB,58,MongoDB,0.37344614,no_match
1914,escrever SQL,31,SQL,0.71615624,matched
1915,independent execution,10,Autogestão,0.5186465,no_match
1916,python fastapi,61,FastAPI,0.64094156,no_match
1917,serviços AWS,65,AWS,0.6456892,no_match
1918,text generation,41,Processamento de Linguagem Natural,0.5170006,no_match
1919,experiment tracking,69,Monitoramento e Observabilidade,0.48943305,no_match
1920,data warehouse,55,Data Warehouse,0.79407114,matched
1921,SQL queries,31,SQL,0.7466985,matched
1922,unsupervised learning,11,Aprendizado Contínuo,0.56624603,no_match
1923,productivity,96,Gestão de Desempenho,0.43024617,no_match
1924,analytical orientation,5,Pensamento Crítico,0.37461877,no_match
1925,usar dados para decidir,14,Orientação a Dados,0.728369,matched
1926,self-management,10,Autogestão,0.66714454,no_match
1927,talent management,98,Employer Branding,0.570969,no_match
1928,gerenciamento de pessoas,0,Gestão de Pessoas,0.70291996,matched
1929,pg,32,R,0.23502187,no_match
1930,resilience,8,Adaptabilidade,0.3936024,no_match
1931,testes multivariados,72,Testes Automatizados,0.66456187,no_match
1932,spreadsheet skills,22,Escrita Profissional,0.4524197,no_match
1933,troubleshooting,6,Resolução de Problemas,0.45333672,no_match
1934,usabilidade,96,Gestão de Desempenho,0.5037876,no_match
1935,reconhecimento óptico de caracteres,47,Visão Computacional,0.46190825,no_match
1936,advanced excel,77,Excel Avançado,0.7351625,matched
1937,visão computacional,47,Visão Computacional,0.7208701,matched
1938,organizational design,24,Liderança Técnica,0.6087954,no_match
1939,application performance monitoring,96,Gestão de Desempenho,0.58912987,no_match
1940,redshift,89,OKRs,0.26508552,no_match
1941,HDFS,59,Redis,0.4710118,no_match
1942,team spirit,0,Gestão de Pessoas,0.42391735,no_match
1943,criação de variáveis,90,Análise Financeira,0.42215225,no_match
1944,online experiments,72,Testes Automatizados,0.47456777,no_match
1945,project oversight,17,Gestão de Projetos,0.74169016,matched
1946,análise de vídeo,47,Visão Computacional,0.66923046,no_match
1947,Scala,36,Scala,0.5922724,no_match
1948,system monitoring,69,Monitoramento e Observabilidade,0.6930437,no_match
1949,product ownership,13,Visão de Produto,0.5537716,no_match
1950,performance cycle,96,Gestão de Desempenho,0.6107593,no_match
1951,employer reputation,98,Employer Branding,0.65460247,no_match
1952,DRE,89,OKRs,0.3622685,no_match
1953,technical direction,24,Liderança Técnica,0.5295826,no_match
1954,functional scala,36,Scala,0.5627993,no_match
1955,Hugging Face,85,Hugging Face,0.68230015,no_match
1956,resiliência,8,Adaptabilidade,0.3860597,no_match
1957,design centrado no humano,88,Design Thinking,0.57684004,no_match
1958,organizational design,24,Liderança Técnica,0.6087954,no_match
1959,pensamento crítico,5,Pensamento Crítico,0.6057662,no_match
1960,Langfuse,82,LangChain,0.31894895,no_match
1961,clear writing,22,Escrita Profissional,0.53003,no_match
1962,command line scripting,37,Bash e Shell Script,0.63932157,no_match
1963,bigquery,55,Data Warehouse,0.3168404,no_match
1964,versatilidade,8,Adaptabilidade,0.44600976,no_match
1965,data visualization,38,Análise de Dados,0.68545324,no_match
1966,avaliação de LLMs em produção,45,Avaliação de Modelos,0.5803168,no_match
1967,banco NoSQL,31,SQL,0.68123525,no_match
1968,self-starter,10,Autogestão,0.5427223,no_match
1969,análise estatística,32,R,0.59088695,no_match
1970,integração de dados,38,Análise de Dados,0.67513955,no_match
1971,building APIs,17,Gestão de Projetos,0.34868187,no_match
1972,huggingface hub,85,Hugging Face,0.7414881,matched
1973,análise estatística,32,R,0.59088695,no_match
1974,visão estratégica de produto,86,Gestão de Produto,0.76936615,matched
1975,negociar contratos,4,Negociação,0.70753217,matched
1976,application monitoring,69,Monitoramento e Observabilidade,0.56111944,no_match
1977,gestão de times,9,Gestão do Tempo,0.71812224,matched
1978,data infrastructure,50,Engenharia de Dados,0.677935,no_match
1979,LLM,42,Large Language Models,0.4019872,no_match
1980,KPI,63,Kubernetes,0.3221719,no_match
1981,carga de dados,50,Engenharia de Dados,0.5918188,no_match
1982,amazon web services,65,AWS,0.7309272,matched
1983,prompt tracking,69,Monitoramento e Observabilidade,0.4118322,no_match
1984,análise descritiva,42,Large Language Models,0.45058423,no_match
1985,experimentação e testes A/B,49,Experimentação e Testes A/B,0.68326277,no_match
1986,organização pessoal,0,Gestão de Pessoas,0.58654916,no_match
1987,apache airflow,80,Spark,0.49470425,no_match
1988,direção técnica,24,Liderança Técnica,0.5421488,no_match
1989,langchain chains,82,LangChain,0.5465883,no_match
1990,coaching profissional,24,Liderança Técnica,0.52772427,no_match
1991,espírito de equipe,0,Gestão de Pessoas,0.50394154,no_match
1992,queries de banco de dados,31,SQL,0.6036457,no_match
1993,design research,88,Design Thinking,0.66830766,no_match
1994,habilidades de negociação,4,Negociação,0.75186455,matched
1995,stakeholder alignment,25,Gestão de Stakeholders,0.59762007,no_match
1996,managing expectations,25,Gestão de Stakeholders,0.6731249,no_match
1997,usability testing,72,Testes Automatizados,0.5741664,no_match
1998,AWS,65,AWS,0.36063612,no_match
1999,Terraform,68,Infrastructure as Code,0.5087911,no_match
2000,autonomy,10,Autogestão,0.69774795,no_match
2001,clean architecture,73,Arquitetura de Software,0.44501084,no_match
